"COUNTRY","DELIVERY_SITE_ID","DELIVERY_SITE_NAME","DELIVERY_SITE_STATUS","ESTIMATED_TIME_TO_DELIVERY_SITE","HEALTH_FACILITY_COUNTRY","HEALTH_FACILITY_GROUP","HEALTH_FACILITY_ID","HEALTH_FACILITY_KEY","HEALTH_FACILITY_LOCALITY","HEALTH_FACILITY_NAME","HEALTH_FACILITY_REGION","HEALTH_FACILITY_STATUS","IS_DIRECT_DELIVERY_SITE","NEST_ID","NEST_NAME"
"GH",4329,"Dadieso Government HSP","ready_for_operations",2213,"Ghana","Suaman Facilities, suaman",461,"b934aeb7208b6d7e9c5be62bfb3f8b13","Suaman","Bediabe DA Primary","Western North","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",4330,"Dadieso S.D.A CL","ready_for_operations",2316,"Ghana","Suaman Facilities, suaman",457,"e24007e843bcaa5f254ba9d7f877122f","Suaman","Dadieso S.D.A Basic Sch 'A'","Western North","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",4844,"Wusuta HC","ready_for_operations",1794,"Ghana","",482,"f8b78ee146f5d006991ca588e5bd0f9b","North Dayi","Tsorkpeta Hoto CHPS","Volta","Created","false",11,"GH5 Anum"
"GH",114,"Eastern Regional HSP","ready_for_operations",937,"Ghana","",869,"6c431ec9875b5cefd79dc314d315b1d8","New Juaben South","Social Welfare CHPS","Eastern","Suspended entirely","false",5,"GH1 Omenako"
"GH",1705,"Akropong (Daakye Aboasah) HC ","ready_for_operations",2275,"","",633,"c6cdf95dd59fb4bdd819030fe043afa3","Atiwa East","Akropong HC (Daakye Aboasah)","","Operationalized","false",5,"GH1 Omenako"
"GH",978,"Afransie HC","ready_for_operations",1911,"Ghana","ART TEST FACILITIES, Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities",152,"e283bb1eb043175ab960b11ba913c727","Wassa Amenfi East","Afransie HC","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4329,"Dadieso Government HSP","ready_for_operations",2213,"Ghana","ART TEST FACILITIES, District Hospital, Family Planning Facilities, Suaman Facilities",188,"3fac9cb3d0c2fa128c95fcd577695f68","Suaman","Government (Dadieso) HSP","‎Western North","Suspended partially","true",9,"GH4 Sefwi Wiawso"
"GH",1057,"Akontombra HC","ready_for_operations",1651,"Ghana","ART TEST FACILITIES, Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities, Sefwi Akontombra Facilities",66,"427cbb8b2d673dd68bea39711a2be1a9","Sefwi Akontombra","Akontombra HC","Western North","Suspended partially","true",9,"GH4 Sefwi Wiawso"
"GH",1529,"Bibiani District HSP","ready_for_operations",1493,"Ghana","ART TEST FACILITIES, Bibiani Anhwiaso Bekwai Facilities, District Hospital, Family Planning Facilities",252,"dbef9cb1409830f6234f0adb2220d733","Bibiani Anhwiaso Bekwai","Divine Love HSP","Western North","Operationalized","false",9,"GH4 Sefwi Wiawso"
"GH",9658,"Yilo-Krobo District HSP","ready_for_operations",2161,"Ghana","ARV site, District Hospital, Eastern",896,"876220811b0d561d580a998d94a77880",,"Yilo-Krobo District HSP","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",866,"Abiriw HC","ready_for_operations",1881,"Ghana","AS/AR HC/CHPS, Eastern, Health Center with PA, OKERE DISTRICT",337,"4ab8452f9a2c0c2dbb3212ebcf9bc11a","Okere","Abiriw HC-OKERE","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",3761,"Asuboa CHPS","ready_for_operations",2019,"Ghana","ASENE MANSO AKROSO DISTRICT, CHPS without midwife, Eastern",641,"4e923243669bf8d1ab2053875ec8ce9b","Asene Manso Akroso","Asene CHPS","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",1027,"Ahmadiyya Muslim HSP","ready_for_operations",2451,"Ghana","Accredited by CZBC-KATH, Ashanti Region (Vaccines), Ashanti Region Facilities, District Hospital",296,"96e1ef2eee0e995b0b9814ad50d57d01","Bekwai Municipal","Ahmadiyya Muslim HSP","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",1507,"Bekwai Municipal HSP","ready_for_operations",3186,"Ghana","Accredited by CZBC-KATH, Ashanti Region (Vaccines), Ashanti Region Facilities, District Hospital",27,"b1258d32ed2cd6775769d5b01f8dc835","Bekwai Municipal","Bekwai Municipal HSP","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",3187,"Walewale Municipal HSP","ready_for_operations",293,"Ghana","Accredited by NBS, District Hospital, North East, West Mamprusi",3,"9099b6d2a56494b26a86cd1fe119efc2","West Mamprusi","Walewale Municipal HSP","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",4799,"Ahunda HC","ready_for_operations",1805,"Ghana","Adaklu District Facilities, HC Without a Doctor, Volta Region",8,"b1508c21fdc7b4a71702dbef455950df","Adaklu","Ahunda HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",2599,"Nobewam Sda HC","ready_for_operations",1957,"Ghana","Adventist Health Facilities, Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center With Dr",198,"4c6cc4a46759a3cf0d4a4755dfb30c5b","Juaben Municipal","Nobewam SDA HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",5391,"St George PC","ready_for_operations",2635,"Ghana","Afadzato South DHD, HC With a Doctor, Volta Region",122,"4d086a215f7a8203c7f485a3945dd0ea","Afadzato South","St George PC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4836,"Goviefe Agodome HC","ready_for_operations",1351,"Ghana","Afadzato South DHD, HC Without a Doctor, Volta Region",82,"b8318a70ce277f442c6ac6b0709a214c","Afadzato South","Goviefe Agodome HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",3005,"Siana CHPS","ready_for_operations",1977,"Ghana","Ahafo Facilities, CHPS without a midwife",298,"8bd6217e0f6b0f3873f02c20e22284ce","Asunafo South","Siana CHPS","Ahafo","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",3999,"Asunafo South District HSP","ready_for_operations",2152,"Ghana","Ahafo Facilities, District Hospital",266,"8d249d3df3cc15ef0db116e2f2bcec9f","Asunafo South","Asunafo South District HSP (Kukuom)","Ahafo","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",828,"Woraso HC","ready_for_operations",1110,"Ghana","Americare(WHW) B, Ashanti Region (Vaccines), Ashanti Region Facilities, DHIMMS, Health Center without Dr, Kumawu District",47,"cfa74bc6b6afd984e989ddbe95faf845","Sekyere Kumawu","Woraso HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",1591,"Bompata HC","ready_for_operations",2869,"Ghana","Americare(WHW) B, Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center With Dr",24,"b098e3cc2a3aaf2c303d7a7a5f170f3d","Asante Akim South","Bompata HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",864,"Abira CHPS ","ready_for_operations",1469,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, CHPS with midwife",105,"92576a34a0852486d16a6b5ae91977a1","Atwima Nwabiagya North","Abira CHPS","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",3560,"Sawua HC","ready_for_operations",2424,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center without Dr",245,"05316e48eee9b1dd4f75b2c30f273843","Bosomtwe","Sawua HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",2799,"Oyoko CHPS","ready_for_operations",3149,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, CHPS with midwife, DHIMMS",56,"552e67081d899472920ad78aa4817c5e","Bosomtwe","Oyoko CHPS","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",1764,"Derma HC","ready_for_operations",2318,"Ghana","Ashanti Region Facilities, Bono East, Ahafo Region Facilities, Health Center without Dr, [Deprecated]",127,"64320b262952abfd7a9e0f18b6ee317b","Tano South","Derma HC","Ahafo","Operationalized","true",7,"GH2 Mpanya"
"GH",3742,"Ada CHPS","ready_for_operations",2024,"Ghana","Ashanti Region Facilities, Bono East, Ahafo Region Facilities, CHPS with midwife, [Deprecated]",173,"1dc729e9c946044309f328b9fe59515d","Tano South","Adaa CHPS","Ahafo","Suspended partially","true",7,"GH2 Mpanya"
"GH",4029,"Binaba HC","ready_for_operations",2310,"Ghana","Bawku West, CowTribe, Health Center without a Doctor, Upper East",285,"91f4851543d1bea0967fd13c3a5cb148","Bawku West","Binaba HC","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4031,"Boya CHPS","ready_for_operations",2426,"Ghana","Bawku West, CHPS with a Midwife, CowTribe, Upper East",171,"1fe6cdd900e15ff0a8ce49289d6e6e08","Bawku West","Boya CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4027,"Apodabogo CHPS","ready_for_operations",2119,"Ghana","Bawku West, CHPS with a Midwife, Upper East",217,"ef9626560770036f6fef55373c29e8eb","Bawku West","Apodabogo CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",2246,"Kunkua Bolgatanga CHPS","ready_for_operations",2451,"Ghana","Bolgatanga, Upper East",44,"889a94ae66fb80604929ba54358be034","Bolgatanga","Kunkua (Bolgatanga) CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",2331,"Madina CHPS","ready_for_operations",2274,"Ghana","Bolgatanga, CHPS without a Midwife, Upper East",17,"dccffd1693de044782bd05005c784b25","Bolgatanga","Madina CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",2493,"Namoo HC","ready_for_operations",2940,"Ghana","Bongo, Health Center without a Doctor, Upper East",108,"5890257c950601c874b077469f14f7f1","Bongo","Namoo (Bongo) HC","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4014,"St Theresa's HC","ready_for_operations",2430,"Ghana","Bongo, Health Center without a Doctor, Upper East",67,"a29270f031ac186b0a1479ded1efda95","Bongo","St. Theresa's HC","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",5115,"Mathias Catholic HSP","ready_for_operations",3079,"Ghana","Bono, Bono East Health Centre with MO",157,"c1a0f2dd88a2e995a1eba9611c71d948","Pru East","Mathias Catholic HSP","Bono East","Operationalized","true",12,"GH6 Krachi"
"GH",5446,"Bunkpurugu HC","ready_for_operations",4087,"Ghana","Bunkpurugu-Nankpanduri, Health Center without a Doctor, North East",407,"169bef4ee766b2cc2efe6fc7af3e7c82","Bunkpurugu-Nankpanduri","Bunkpurugu HC","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",4774,"Tokokoe CHPS","ready_for_operations",2057,"Ghana","CHPS With a Midwife, Volta Region",76,"d512daaaa7649e8f2b47e2edc47638e0","Ho Municipal","Tokokoe CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",78,"Bumpata CHPS","ready_for_operations",3691,"Ghana","CHPS With a Midwife, Eastern Region, Kwahu Afram Plains South",330,"123e801dfaab128c49a30475f596931c","Kwahu Afram Plains South","Bumpata CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",1727,"Dalun HC","ready_for_operations",2858,"","CHPS with a Midwife, Kumbungu, Northern",439,"9dd3e20378bd71d3157905791adb9aac","Kumbungu","Gupanerigu CHPS","Northern","Created","false",8,"GH3 Vobsi"
"GH",2227,"Kubugu CHPS","ready_for_operations",2095,"Ghana","CHPS with a Midwife, CHPS without a Midwife, Mamprugu Moaduri, North East",280,"20cb172bf7f03de14b5520201aa2b641","Mamprugu Moaduri","Kubugu CHPS","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",718,"Ayermesu CHPS","inactive",2640,"","CHPS with midwife",109,"466e235b057240415503b03affd619c7","Upper Manya Krobo","Ayermesu CHPS (Outreach)","Eastern","Suspended entirely","true",5,"GH1 Omenako"
"GH",3802,"Kokobeng Epicenter CHPS","ready_for_operations",2295,"","CHPS with midwife, Eastern",469,"e9b1b8f5903e9416e60483001c3a753d","Achiase","Kokobeng CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",51,"Okorase CHPS","ready_for_operations",895,"Ghana","CHPS with midwife, Eastern",46,"ae40a99fb2a204ba1d1710eef23b1938","Akuapim North","Okorase (Akuapim North) CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",11,"Adawso HC","ready_for_operations",1238,"Ghana","Eastern, Health Center with PA",9,"d7fec2cc6a3f06c23b4654977dca0dea","Akuapim North","Adawso HC","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",4656,"Mampong Maternity CL","ready_for_operations",406,"Ghana","Accredited by CZBC-KATH, Ashanti Region (Vaccines), Ashanti Region Facilities, DHIMMS, District Hospital, Mampong DHA",319,"2181d004ff3a2855e472f8261896760e","Asante Mampong","Mampong Govt. Hsp-Maternity Clinic","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",4484,"Tetteh Quarshie Memorial HSP","ready_for_operations",1838,"","Accredited by NBS, District Hospital, Eastern",461,"4c0e03da6c1f534e579e42ef84f023bd","Akuapim North","Tetteh Quarshie Memorial HSP","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",2475,"Naketey CHPS","ready_for_operations",2155,"Ghana","Ahafo Facilities, CHPS without a midwife",249,"f572ab43ba8a0adc5fc6c4e245d0fc62","Asunafo South","Naketey CHPS","Ahafo","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",3114,"Tetrem HC","ready_for_operations",973,"Ghana","Americare(WHW) B, Ashanti Region (Vaccines), Ashanti Region Facilities, DHIMMS, Health Center without Dr",5,"6d72ba750226637d52658f66492583b3","Afigya Kwabre North","Tetrem HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",1023,"Ahenkro HC","ready_for_operations",1294,"Ghana","Americare(WHW) B, Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center With Dr, Health Center without Dr",55,"71073433a6456faaf4189479316ceb73","Afigya Kwabre North","Ahenkro HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",2644,"Ntumkumso HC","ready_for_operations",1134,"Ghana","Americare(WHW) B, Ashanti Region (Vaccines), Ashanti Region Facilities, DHIMMS, Health Center without Dr",89,"284cf6d05951cdf3b84a25b48ddcbdc3","Sekyere East","Ntumkumso HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",2128,"Kobeng CHPS ","ready_for_operations",2594,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, CHPS without midwife, DHIMMS",149,"fe6c77488f4d6409b4b8275bbb101359","Atwima Nwabiagya Municipal","Kobeng CHPS","Ashanti","Suspended partially","true",7,"GH2 Mpanya"
"GH",5710,"Bomeng CHPS","ready_for_operations",1146,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, CHPS with midwife, DHIMMS",317,"38142630b8178d8af6cc50da9c5509f6","Sekyere Kumawu","Bomeng CHPS","Ashanti Region","Operationalized","true",7,"GH2 Mpanya"
"GH",2617,"Nsuaem CHPS","ready_for_operations",3198,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, CHPS without midwife",364,"86e0bce12ac15ed98daf57510bd70100","Bosome Freho","Nsuaem CHPS","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",820,"Adidwan HC","ready_for_operations",751,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center without Dr, Mampong DHA",52,"6d3d14e342b08a55b1fb3b5ec06bcf15","Asante Mampong","Adidwan HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",4663,"Tepa HSP","ready_for_operations",2957,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, District Hospital",329,"4a5f74af58d22d4120fb660ab0dfe675","Ahafo Ano North","Tepa HSP","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",3270,"Yonso HC","ready_for_operations",657,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center without Dr, Mampong DHA",4,"f1c3a7500b919d517c2e485c77fe209f","Asante Mampong","Yonso HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",4659,"Salemkrom CHPS","ready_for_operations",1735,"Ghana","Ashanti Region Facilities, Bono East, Ahafo Region Facilities, CHPS with midwife, [Deprecated]",331,"ae3be07f1e72d5e9992b2732860e8d59","Nkoranza South","Salemkrom CHPS","Bono East","Operationalized","true",7,"GH2 Mpanya"
"GH",1609,"Bonsu HC","ready_for_operations",2392,"Ghana","Ashanti Region Facilities, Bono East, Ahafo Region Facilities, Health Center without Dr, [Deprecated]",122,"bdae31e745f4ca83ff87211a9be51912","Nkoranza South","Bonsu HC","Bono East","Operationalized","true",7,"GH2 Mpanya"
"GH",4347,"Asemnyinakrom HC","ready_for_operations",2887,"Ghana","Bia East Facilities, Family Planning Facilities",303,"67374e2c0a996c9e4f941fd94b0280fe","Bia East","Bia East DHD","Western North","Operationalized","false",9,"GH4 Sefwi Wiawso"
"GH",3928,"Surano B CHPS","ready_for_operations",614,"Ghana","Bibiani Anhwiaso Bekwai Facilities, CHPS without a midwife, Family Planning Facilities",51,"85937ab793f3a7725bfdebefc41e9fa7","Bibiani Anhwiaso Bekwai","Surano B CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",970,"Afere CHPS","ready_for_operations",1502,"Ghana","Bodi Facilities, CHPS with a Midwife, Family Planning Facilities",103,"5e20699d4af8c1a46aa304d46d791b9e","Bodi","Afere CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1969,"Gowrie CHPS","ready_for_operations",2277,"Ghana","Bongo, CHPS with a Midwife, Upper East",93,"a82b06fd16d80c7821924accd863dd2f","Bongo","Gowrie CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",1051,"Akolposiga CHPS","ready_for_operations",3233,"Ghana","Bongo, CHPS with a Midwife, Upper East",233,"924897a8f9cd1a525a7956a38e9f6f5c","Bongo","Akolposiga CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",5128,"Menkor CHPS","ready_for_operations",2570,"Ghana","Bono, Bono East CHPS with midwife",151,"49606c8180b4a054097dfbd96e37c5fa","Sene West","Menkor CHPS","Bono East","Operationalized","true",12,"GH6 Krachi"
"GH",5131,"Tato Battor Chps","ready_for_operations",2060,"Ghana","Bono, Bono East CHPS with midwife, Sene West",153,"d0464c762bc8fc72b038945b74169092","Sene West","Tato Battor CHPS","Bono East","Operationalized","true",12,"GH6 Krachi"
"GH",5192,"Wadamaxe CHPS","ready_for_operations",1975,"Ghana","CHPS With a Midwife, North Dayi District, RTSS Ordering Facilities, Volta Region, Wademaxe CHPS",243,"ef53d7d1eee7ba6496c1adf4a5ca7726","North Dayi","Wadamaxe CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",8082,"Nyatsikpo CHPS","ready_for_operations",1764,"Ghana","CHPS With a Midwife, Volta Region",431,"66a432b2a5039fcc177c898f6a0780d2","North Tongu","Nyatsikpo CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",711,"Aboasa CHPS","ready_for_operations",851,"Ghana","CHPS With a Midwife, Eastern Region",351,"5916b4d3420ee398e2beab55e05f4e73","Asuogyaman","Aboasa CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",5413,"Mafi Seva CHPS","ready_for_operations",1811,"Ghana","CHPS With a Midwife, Central Tongu, Mafi Seva HC, RTSS Ordering Facilities, Volta Region",169,"41cd28919924e149ce5ec761a70e0e3d","Central Tongu","Mafi Seva CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5588,"Faaso Battor CHPS","ready_for_operations",1930,"Ghana","CHPS Without a Midwife, Eastern Region, Kwahu Afram Plains North",380,"d0d652ba280c78293558ee9996558534","Kwahu Afram Plains North","Avukope CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",5588,"Faaso Battor CHPS","ready_for_operations",1930,"Ghana","CHPS Without a Midwife, Eastern Region, Kwahu Afram Plains North",148,"8b37f5342f7fa67bb0714928d26cff50","Kwahu Afram Plains North","Faaso Battor CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",5545,"Kokrobuta CHPS","ready_for_operations",1330,"Ghana","CHPS Without a Midwife, Eastern Region, Kwahu Afram Plains North",259,"0c3d3b5812707058168089df3abd74d7","Kwahu Afram Plains North","Kokrobuta CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",5509,"Tosukpo CHPS","ready_for_operations",2906,"Ghana","CHPS Without a Midwife, South Tongu, Volta Region",246,"8b4de6568cc40c798169dab3b8b4caf0","South Tongu","Tosukpo CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5633,"Wli Todzi CHPS","ready_for_operations",3145,"Ghana","CHPS Without a Midwife, Volta Region",293,"ccaed222b84a016abb064b185bb5a777","Hohoe Municipal","Wli Todzi CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5173,"Kpando HC","ready_for_operations",2250,"Ghana","CHPS Without a Midwife, Kpando Municipal, Volta Region",401,"16896044a2cc219e9198af627af1ad0d","Kpando ","Market (Kpando Municipal) CHPS","Volta","Operationalized","false",11,"GH5 Anum"
"GH",4254,"Aloko CHPS","ready_for_operations",3263,"Ghana","CHPS with a Midwife, Garu, Upper East",365,"303105cab909d439d717ac30ce99dd0d","Garu","Aloko CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",1558,"Boako CHPS","ready_for_operations",989,"Ghana","CHPS with a Midwife, Family Planning Facilities, Sefwi Wiawso Facilities",205,"04b14ecb6ae39020b239f24fa6ad4a45","Sefwi Wiawso","Sefwi Boako CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",3180,"Voggu CHPS","ready_for_operations",3247,"Ghana","CHPS with a Midwife, Kumbungu, Northern, Savelugu",436,"7aa4a57148aea7f0fea61187af3f5094","Kumbungu","Voggu CHPS","Northern","Created","true",8,"GH3 Vobsi"
"GH",2276,"Kwaman (W. A. Central) CHPS","ready_for_operations",1999,"Ghana","CHPS with a Midwife, Family Planning Facilities",161,"7180a66d40d5d5b31166a33d24f1bc1d","Wassa Amenfi Central","Kwaman CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",3271,"Yua CHPS","ready_for_operations",2837,"","CHPS with a Midwife, Kassena Nankana East, Upper East",266,"98383ebbb6476ba8d60213d9e3481863","Kassena Nankana East","Yua CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4005,"Agyemandiem CHPS","ready_for_operations",2072,"Ghana","CHPS with a Midwife, Family Planning Facilities, Juaboso Facilities",209,"c86a58e5291b3ffeac06bc4a7363a9c0","Juaboso","Agyemandiem CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",2063,"Juabo CHPS","ready_for_operations",1313,"Ghana","CHPS with a Midwife, Family Planning Facilities",117,"1ac404b39edaa1ade36bccbb0cf79c51","Wassa Amenfi Central","Juabo CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4074,"Gia CHPS","ready_for_operations",2991,"Ghana","CHPS with a Midwife, Kassena Nankana East, Upper East",338,"74e973384d2b16b8342350abfd06435d","Kassena Nankana East","Gia CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4016,"Dagbiriboari CHPS","ready_for_operations",1538,"Ghana","CHPS with a Midwife, East Mamprusi, North East",87,"3cca77f1e1f2e7401103221780a0f43f","East Mamprusi","Dagbiriboari CHPS","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",2776,"Ofadaa CHPS","ready_for_operations",1584,"","CHPS with midwife, Central",410,"7b44510d423623eabc615f495a6c4c3a","Awutu Senya West","Ofadaa CHPS(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",3804,"Mukyia CHPS","ready_for_operations",3081,"Ghana","CHPS with midwife, Eastern",687,"e3e6f8eb30307f06a85e4dd8841d73ed","Akyemansa","Mukyia CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3953,"Christian Quarters CHPS","ready_for_operations",2640,"","CHPS with midwife, Eastern",478,"cec03be349fa46d424bc2297b83fbffa","Kwahu South","Christian Quarters CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3810,"Gbimsi CHPS","ready_for_operations",722,"Ghana","CHPS without a Midwife, Gbimsi CHPS, North East, West Mamprusi",35,"ebe9407aff05c853fc1a07c5bfc83994","West Mamprusi","Gbimsi CHPS","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",4145,"Asoredanho CHPS","ready_for_operations",2966,"Ghana","CHPS without a midwife, Family Planning Facilities, Free Products, Juaboso Facilities",254,"9b7f47627375de919386aa8336f8d16f","Juaboso","Asoredanho CHPS","Western North","Suspended partially","true",9,"GH4 Sefwi Wiawso"
"GH",4146,"Gyampokrom CHPS","ready_for_operations",2394,"Ghana","CHPS without a midwife, Family Planning Facilities, Free Products, Juaboso Facilities",71,"33064c975e0a3f718643de4ef2fff26c","Juaboso","Gyampokrom CHPS","Western North","Suspended partially","true",9,"GH4 Sefwi Wiawso"
"GH",4148,"Mantukwa CHPS","ready_for_operations",1985,"Ghana","CHPS without a midwife, Family Planning Facilities, Free Products, Juaboso Facilities",359,"91693a027d2304fb7bf18ae0f92f2223","Juaboso","Mantukwa CHPS","Western North","Suspended partially","true",9,"GH4 Sefwi Wiawso"
"GH",707,"Fatem CHPS","ready_for_operations",2064,"","CHPS without midwife, Eastern",113,"5eb10401a8ce89e111536aad6f715275","Upper Manya Krobo","Fatem CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",1099,"Akyem Takyiman CHPS","ready_for_operations",2591,"","CHPS without midwife",688,"f1dd30592955f0be86fe17139a1dc36d","Akyemansa","Akyem Takyiman CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",744,"Akyem Pameng CHPS","ready_for_operations",1142,"","CHPS without midwife, Eastern",106,"080c04c90c9cd1be52282e7cc2c99668","Atiwa West","Akyem Pameng CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",743,"Akyem Banso CHPS","ready_for_operations",1194,"","CHPS without midwife, Eastern",146,"70660d7dd717a960fa9e61f387803628","Atiwa West","Akyem Banso CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",2581,"Nkwantanang (Kwaebibirim) CHPS ","ready_for_operations",1937,"Ghana","CHPS without midwife, Eastern",278,"9d6a36b9ddfa7ec774dd5d18e6f5a8c2","Kwaebibirem","Nkwantanang CHPS (Kwaebibirim)","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",680,"Akakom CHPS","ready_for_operations",1497,"","CHPS without midwife, Eastern",123,"bc2899e7ba9a32155c0f56e65a0ffb20","Atiwa West","Akakom CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",2747,"Okurase CHPS","ready_for_operations",1302,"Ghana","CHPS without midwife, Eastern, UPPER WEST AKIM",232,"d00d5844ae587397b93d1ed6840e721c","Upper West Akim","Okurase (Upper West Akim) CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",2289,"Kwanyarko HC","ready_for_operations",2196,"Ghana","Central, Health Center with PA",445,"f445abc6faf850b6681ca10e0b70c1fd","Agona East","Agona Kwanyako HC CR","Central","Operationalized","true",5,"GH1 Omenako"
"GH",5404,"Kpoviadzi HC","ready_for_operations",2483,"Ghana","Central Tongu, HC Without a Doctor, Kpoviadzi HC, RTSS Ordering Facilities, Volta Region",89,"34dfce3a8aafa9e69b2593b4c01dfddc","Central Tongu","Kpoviadzi HC","Volta","Operationalized","true",11,"GH5 Anum"
